TEMP,DO,pH,NITRATE_N_NITRITE_N,ClassLabel
27.6,6.6,8.1,0.3,4
25.8,6.0,7.6,1.1,4
20.2,7.3,7.2,3.3,8
27.0,6.2,7.7,1.56,4
14.46150302,6.523052114,7.843079757999999,16.74689531,7
28.8,6.6,7.0,0.3,6
28.7,6.7,6.6,0.22,6
30.4,5.5,7.7,0.08,4
31.0,3.6,7.0,0.09,0
26.9,6.6,7.4,0.74,6
27.0,7.0,7.2,0.46,6
28.0,7.0,6.3,0.31,6
22.0,4.3,7.5,7.65,5
22.3,7.3,7.9,2.0,3
27.3,6.3,8.1,0.4,4
12.73740697,6.0,7.183529181,3.413625149,2
27.8,5.3,6.4,0.11,6
22.3,7.9,7.8,0.0,3
28.0,7.0,7.2,0.3,6
27.4,6.6,7.8,0.9,4
26.0,7.6,7.3,0.03,5
10.86307282,6.0,7.086307282000001,4.136927182,2
10.73221686,4.0,7.073221686,4.267783135,0
19.474,7.0,7.315,2.369,8
26.2,7.2,7.5,0.9,5
30.1,6.0,7.6,0.17,4
21.86401619,6.656819429,7.814393524,1.0,7
30.3,5.3,7.3,0.08,4
27.0,5.9,7.4,0.4,6
10.84899027,4.0,7.0848990270000005,4.151009731,0
27.9,6.7,6.4,0.1,6
26.0,7.0,7.7,0.13,4
29.0,5.2,7.0,0.35,6
26.0,7.0,7.0,0.3,6
23.2,4.4,8.1,1.0,4
18.03382211,4.0,7.1016911060000005,2.98224339,5
21.0,5.9,7.8,3.5,7
19.82020736,7.0,7.191010368,2.044391135,8
23.9,6.2,8.1,0.7,4
18.27613374,3.0,7.113806687,2.855029785,1
27.0,7.3,8.0,0.69,3
30.6,6.7,7.5,0.1,4
28.6,6.6,7.6,0.7,4
18.83423296,6.081803967000001,7.824865056,0.841380114,7
30.0,7.9,7.9,0.21,3
28.0,6.0,6.2,0.48,6
28.5,6.3,8.4,0.9,4
19.95499462,3.0,7.197749731,1.973627822,1
19.90966095,5.6632373320000005,8.095483048,7.442384982,7
25.7,7.2,7.9,0.3,3
17.0,3.0,8.0,0.0,0
21.5,7.5,5.7,2.21,1
27.9,6.7,6.8,0.53,6
24.5,6.7,7.7,3.0,4
24.519,7.323,7.76,5.657,3
27.0,6.8,6.6,0.2,6
18.6758813,7.0,7.133794065,2.64516232,8
28.0,6.6,7.5,0.25,6
14.46341004,6.524387025,7.842927197000001,16.74425028,7
29.0,6.0,6.7,0.29,6
28.7,6.9,7.4,0.27,6
24.0,7.1,7.4,0.07,5
28.0,7.3,7.3,0.08,5
27.6,7.1,7.3,0.84,5
10.15863708,7.0,7.015863708,4.841362922,2
18.0,4.9,7.4,4.77,5
11.52235928,3.0,7.1251134270000005,3.823703744,0
17.0,7.7,7.1,2.89,8
23.3,7.7,7.7,0.3,3
15.0,7.1,7.03,1.0,7
10.69447024,3.0,7.069447024,4.305529764,0
11.19999701,5.0,7.179999552000001,6.319996716,2
22.0,7.743067217999999,8.130147052,0.7363620479999999,7
29.5,7.1,8.0,0.4,3
10.29495682,5.0,7.029495682,4.705043178,2
25.2,7.8,7.2,1.77,5
20.749,7.263,7.29,2.761,8
25.0,7.5,7.53,0.5670000000000001,3
22.5,4.6,7.4,4.0,6
25.0,6.5,7.4,1.9,6
28.4,3.5,8.1,0.0,0
28.0,7.1,8.0,0.02,3
21.82771567,6.613258804,7.828913732,1.0,7
26.2,6.9,7.2,0.18,6
29.4,5.4,7.6,0.1,4
20.0,4.8,7.4,4.7,5
25.2,7.5,7.3,2.8,5
10.49750272,5.0,7.049750272000001,4.50249728,2
29.0,3.0,7.6,1.31,0
27.3,6.8,8.5,0.11,4
26.427,4.2,7.0,4.0,6
21.90696019,5.419779857999999,7.779158317,0.921061825,7
27.5,5.6,6.9,0.4,6
19.02498676,7.0,7.151249338,2.461881953,8
19.47168666,3.0,7.173584332999999,2.227364503,1
26.8,7.1,7.4,0.5,5
21.0,6.047449993,7.8,2.952550007,7
28.0,6.8,6.0,0.307,6
18.60268235,6.0,7.130134118,2.683591765,8
20.88917097,6.678341931,8.236943011000001,1.920507738,7
15.084,6.6,7.75,0.505,7
15.529,6.3,7.15,0.223,7
10.42259424,7.0,7.042259424,4.577405763,2
15.71983819,6.284048543,7.621595146000001,13.44903427,7
27.3,5.3,8.0,2.9,4
10.60850535,6.0,7.060850535,4.391494645,2
24.7,7.7,7.9,0.8,3
22.0,7.773547641,8.151483349,0.7267099140000001,7
29.6,6.9,7.9,0.4,4
27.0,6.7,7.4,0.22,6
23.0,7.3,7.4,0.58,5
10.88347404,4.0,7.088347403999999,4.116525959,0
29.0,6.5,6.6,0.37,6
18.56291928,5.0,7.128145964,2.70446738,8
28.9,6.4,7.2,0.4,6
27.0,6.9,6.9,0.23,6
28.0,5.2,6.1,0.14,6
28.0,4.0,7.5,2.059,6
10.20401963,4.0,7.030602945,5.224421596,0
15.030783,6.0,7.293787644,2.639610737,7
24.3,6.3,7.1,0.57,6
22.0,6.6,7.2,0.83,8
28.5,6.433,6.667000000000001,0.292,6
24.0,3.8,7.8,0.66,0
27.0,6.8,6.0,0.475,6
18.0,4.2,7.733,1.4,3
26.0,5.1,7.2,2.083,6
10.95972728,7.0,7.143959092,6.055700009,2
29.3,5.6,7.3,0.4,6
10.68419744,4.0,7.102629617000001,5.752617189,0
27.3,6.8,8.4,0.3,4
30.0,5.5,7.4,0.1,6
18.7,7.4,7.2,3.0,8
30.0,6.1,7.8,0.06,4
21.0,6.22452191,7.62452191,2.266782865,7
22.7,7.4,7.4,0.4,5
28.3,7.3,5.9,0.22,1
23.3,6.8,7.1,0.11,6
27.0,6.8,7.8,0.56,4
28.0,7.1,7.0,0.1,5
18.0,5.533,7.3,1.567,8
22.0,7.9,7.9,0.25,7
10.87539281,7.0,7.087539281000001,4.124607188,2
29.0,4.7,6.6,0.26,6
10.06260226,6.0,7.006260226,4.937397739,2
27.0,3.5,7.3,0.62,1
18.55799278,6.0,7.127899639,2.707053789,8
28.0,5.1,7.43,2.3,6
22.5,5.7,6.9,1.435,6
29.0,4.0,7.1,1.108,6
28.0,7.1,6.0,0.367,5
25.7,7.3,6.2,0.33,5
29.0,6.3,7.5,0.06,6
12.65748938,6.0,7.179686989,3.440597334,2
22.3,7.0,8.1,0.0,4
21.0,6.081003608,7.8,2.918996392,7
27.8,6.2,6.6,0.21,6
10.22250653,6.0,7.022250653,4.7774934710000005,2
28.5,6.867000000000001,7.067,0.285,6
18.14912388,4.0,7.107456194,2.92170996,5
21.0,5.3,7.5,5.08,8
29.0,7.4,7.0,0.1,5
24.5,7.0,8.1,0.0,4
28.0,7.2,8.2,1.7,3
10.84033876,4.0,7.126050814,5.924372633,0
17.3,6.0,7.0,3.715,8
19.45882119,7.0,7.172941058999999,2.234118877,8
23.0,5.5,7.3,5.0,6
26.3,7.4,6.2,0.41,5
28.0,4.9,8.3,0.0,4
21.9,6.7,7.8,1.0,7
20.0,7.0,7.0,3.03,8
28.8,6.7,7.9,0.56,4
28.3,6.6,7.2,0.13,6
25.0,6.0,7.4,7.222,6
26.225,5.0,7.5,9.0,6
25.8,3.2,7.6,19.2,0
25.156,7.4,7.2,0.23,5
21.0,6.234942549,7.7,3.2881321810000004,7
27.6,3.0,7.0,1.49,1
27.3,6.0,7.9,0.7,4
19.53613227,5.0,7.176806614,2.193530558,8
18.06220309,4.0,7.103110154,2.967343379,5
24.0,7.4,7.8,1.0,3
10.09727579,7.0,7.009727579,4.902724209,2
21.0,6.027010688,7.8,2.972989312,7
19.45046018,5.0,7.172523009,2.238508406,8
26.0,6.7,6.2,1.0,6
18.71930798,4.0,7.135965399,2.6223633090000003,5
29.0,7.3,7.4,4.1,5
28.0,5.4,5.9,0.1,1
11.66937919,5.0,7.250406879,6.836317112000001,2
18.71081519,7.0,7.135540759,2.626822026,8
30.0,5.7,8.0,0.5,4
26.1,7.7,7.2,0.28,5
23.9,6.7,7.1,0.34,6
25.8,5.7,8.0,0.5,4
26.4,6.7,7.7,2.04,4
29.5,7.1,6.6,0.13,5
25.0,3.0,7.3,1.62,1
25.9,5.6,8.0,0.5,4
19.30955248,5.0,7.165477623999999,2.312484945,8
21.0,7.5,6.0,1.824,8
29.3,3.0,7.6,0.4,0
10.91797516,4.0,7.091797516000001,4.082024836,0
22.329,7.1,6.83,0.835,5
20.7,7.1,7.5,0.0,8
28.4,6.2,7.8,0.26,4
19.7,6.5,8.2,0.0,7
18.0,8.0,7.2,2.47,8
24.4,7.0,7.7,0.3,4
19.0,7.2,7.1,2.86,8
10.55549737,4.0,7.055549737000001,4.444502632,0
