age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,16,jul,118,5,-1,0,unknown,no
39,management,single,tertiary,no,12437,no,no,telephone,18,nov,40,1,-1,0,unknown,no
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,no
43,management,single,tertiary,no,1304,no,no,cellular,6,aug,501,2,-1,0,unknown,yes
26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,unknown,no
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347,3,-1,0,unknown,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown,no
33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure,no
29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown,no
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,unknown,no
43,management,divorced,tertiary,no,38,yes,no,cellular,25,jul,197,6,-1,0,unknown,no
36,self-employed,married,tertiary,no,16,yes,yes,cellular,18,jul,95,4,-1,0,unknown,no
45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,unknown,no
37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,no
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,unknown,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,no
46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,84,1,-1,0,unknown,no
26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,unknown,no
41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,no
28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
30,technician,married,tertiary,no,1570,yes,no,cellular,26,may,260,1,-1,0,unknown,no
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,yes
30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239,8,-1,0,unknown,no
40,management,single,tertiary,no,1509,no,no,cellular,12,may,333,1,58,3,failure,no
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174,2,-1,0,unknown,no
33,management,single,tertiary,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no
59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown,no
46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
28,management,single,tertiary,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no
33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no
30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no
47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74,1,168,4,failure,no
40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no
32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes
33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no
28,technician,single,tertiary,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown,no
56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no
40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no
31,management,married,tertiary,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no
37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no
47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes
57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no
33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,no
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no
51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no
41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no
49,management,divorced,tertiary,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown,no
30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
50,management,married,tertiary,no,2881,no,no,cellular,5,aug,510,2,2,5,other,no
40,management,married,tertiary,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no
34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no
31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
39,technician,married,tertiary,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no
35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no
42,management,single,tertiary,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no
31,technician,single,tertiary,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
34,technician,single,tertiary,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown,no
48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no
29,technician,single,tertiary,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no
33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown,no
30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
36,management,married,tertiary,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,no
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no
40,management,married,tertiary,no,60,no,no,unknown,16,jun,172,6,-1,0,unknown,no
43,technician,single,tertiary,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no
34,management,married,tertiary,no,136,yes,no,cellular,22,apr,156,1,-1,0,unknown,no
54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
39,management,divorced,tertiary,no,3575,no,yes,cellular,18,aug,74,3,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,no
31,management,married,tertiary,no,8312,no,no,cellular,29,aug,43,13,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes
36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure,no
52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no
34,management,single,tertiary,no,84,no,no,cellular,5,feb,231,1,-1,0,unknown,no
39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
37,technician,single,tertiary,no,3315,yes,no,cellular,9,apr,820,2,-1,0,unknown,no
33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no
44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no
43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,184,5,-1,0,unknown,no
42,management,single,tertiary,no,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no
